"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
3.95,"Blank",2180,2,5,1942,2,"3","Visa","Entry Level","Construction"
9.06,"M",1617,1,4,356,6,"3","Visa","Entry Level","Business"
1.95,"Blank",1165,1,1,2247,1,"3","Visa","Experienced","Law Enforcement and Security"
282.55,"Blank",2178,1,6,2421,1,"3","Visa","Experienced","Manufacturing and Production"
4.9,"F",2396,4,8,2296,2,"3","Mastercard","Experienced","Administrative Support"
38.75,"Blank",2844,1,4,1343,1,"3","Mastercard","Experienced","Skilled Trades"
669,"Blank",1339,4,6,1264,6,"3","Visa","Experienced","Education and Training"
2.95,"Blank",1906,2,2,2800,1,"3","Mastercard","Student","Customer Service"
38.75,"Blank",2490,6,3,2883,3,"15","Visa","Manager","Customer Service"
1.95,"Blank",2202,1,4,1618,1,"3","Mastercard","Experienced","Nursing"
41.75,"M",1225,1,3,961,9,"3","Visa","Experienced","Skilled Trades"
161.15,"Blank",2615,1,3,2480,4,"6","Visa","Student","Transportation and Distribution"
38.9,"Blank",1655,1,9,2380,1,"3","Mastercard","Experienced","Administrative Support"
248.6,"Blank",2818,7,8,3045,5,"20","Visa","Manager","Customer Service"
74.55,"Blank",2325,2,1,1801,2,"20","Visa","Manager","Marketing, Advertising and PR"
54.7,"Blank",1329,1,5,4475,5,"3","Visa","Manager","Transportation and Distribution"
2.95,"Blank",2026,1,2,3654,4,"14","Mastercard","Experienced","Manufacturing and Production"
1.95,"Blank",1544,1,3,3567,2,"3","Visa","Experienced","Installation and Maintenance"
75.8,"Blank",2208,2,7,1093,9,"3","Visa","Experienced","Food and Beverage"
44.7,"Blank",2837,5,10,1903,2,"3","Mastercard","Experienced","Marketing, Advertising and PR"
34.95,"Blank",2215,11,24,1791,83,"3","Visa","Experienced","Sales"
38.75,"Blank",1925,4,6,2122,6,"14","Visa","Experienced","Customer Service"
3.9,"Blank",1599,3,3,1841,1,"3","Visa","Experienced","Healthcare"
34.95,"Blank",431,2,3,989,4,"5","Mastercard","Experienced","Transportation and Distribution"
144.45,"Blank",2326,4,2,2408,15,"3","Mastercard","Entry Level","Healthcare"
1.95,"Blank",1398,1,2,1281,4,"9","Visa","Executive","Engineering"
3.9,"Blank",2053,2,19,1076,1,"3","Mastercard","Experienced","Nursing"
2.95,"M",2117,1,16,6748,21,"3","Mastercard","Experienced","Engineering"
107.8,"Blank",1451,1,3,1305,1,"16","Mastercard","Entry Level","Social Sciences"
12.9,"Blank",2197,5,10,1165,18,"3","Mastercard","Entry Level","Banking and Financial Services"
2.95,"M",2866,2,3,3163,1,"3","Visa","Entry Level","Engineering"
458.3,"Blank",1917,3,10,2623,6,"9","Visa","Experienced","Art, Fashion and Design"
2.95,"Blank",2193,5,4,3010,4,"3","Mastercard","Entry Level","Healthcare"
69.9,"Blank",2070,10,19,2167,32,"3","Visa","Entry Level","Beauty and Spa"
2.95,"Blank",1531,3,38,1507,5,"16","Visa","Experienced","Transportation and Distribution"
34.95,"Blank",2156,6,3,855,4,"8","Visa","Experienced","Retail"
106.8,"Blank",2036,2,4,2134,1,"3","Visa","Experienced","Skilled Trades"
41.75,"Blank",1861,4,4,4400,9,"3","Visa","Entry Level","Nursing"
2.95,"Blank",1341,2,2,3105,2,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",1692,1,1,4804,4,"3","Visa","Experienced","Food and Beverage"
1.95,"M",2186,1,2,2871,61,"3","Visa","Experienced","Computers and Technology"
489.3,"F",2291,7,8,4865,28,"3","Mastercard","Student","Customer Service"
71.85,"Blank",2153,1,7,2644,1,"3","Visa","Entry Level","Sales"
161.15,"M",1288,1,1,1559,1,"3","Visa","Manager","Business"
2.95,"Blank",2873,1,3,2969,1,"3","Mastercard","Manager","Customer Service"
1.95,"Blank",2596,1,3,771,2,"3","Visa","Student","Marketing, Advertising and PR"
2.95,"Blank",2989,5,3,2835,1,"3","Visa","Student","Childcare"
81.55,"F",1917,14,11,2612,42,"3","Visa","Entry Level","Architecture"
2.95,"Blank",1582,2,4,1558,1,"3","Visa","Experienced","Manufacturing and Production"
1.95,"Blank",2155,1,4,715,2,"3","Visa","Experienced","Business"
36.9,"Blank",2195,2,3,2564,5,"3","Visa","Experienced","Construction"
1.95,"Blank",2199,1,5,7587,2,"13","Visa","Experienced","Nursing"
1.95,"Blank",1332,1,3,1281,7,"3","Visa","Entry Level","Healthcare"
1.95,"F",2195,1,3,1674,2,"3","Visa","Manager","Retail"
0.95,"F",1570,1,3,1488,3,"3","Visa","Experienced","Military"
3.95,"Blank",2185,1,4,1838,7,"8","Visa","Entry Level","Administrative Support"
87.95,"Blank",2719,10,11,2404,41,"3","Visa","Entry Level","Engineering"
116.7,"Blank",1762,49,60,3776,16,"17","Visa Electron","Entry Level","Transportation and Distribution"
384.45,"Blank",2274,9,10,1751,11,"3","Mastercard","Entry Level","Travel and Hospitality"
2.95,"Blank",2433,2,6,2523,4,"3","Mastercard","Entry Level","Customer Service"
5.9,"Blank",1187,1,4,1778,1,"3","Visa","Experienced","Legal"
2.95,"Blank",2839,2,3,2864,5,"8","Visa","Experienced","Transportation and Distribution"
49.95,"F",2019,2,2,6444,4,"3","Visa","Experienced","Manufacturing and Production"
121.35,"Blank",2169,1,1,3104,6,"3","American Express","Student","Food and Beverage"
41.75,"Blank",1460,1,5,3733,2,"3","Visa","Experienced","Education and Training"
142.75,"Blank",2197,12,7,2043,5,"3","Mastercard","Student","Healthcare"
38.9,"Blank",1946,1,3,1584,6,"16","Mastercard","Experienced","Nursing"
139.8,"Blank",1585,2,4,2440,8,"3","Visa","Experienced","Community and Public Service"
172.29,"Blank",2239,5,14,2886,23,"3","Mastercard","Experienced","Psychology"
2.95,"Blank",2153,2,2,2882,2,"3","Visa","Experienced","Customer Service"
2.95,"Blank",2938,6,9,1590,1,"13","Visa","Experienced","Food and Beverage"
23.6,"Blank",2340,3,24,3253,15,"17","Mastercard","Experienced","Customer Service"
2.95,"Blank",1758,1,1,3277,1,"20","Visa","Entry Level","Nursing"
5.9,"Blank",2804,4,19,5353,2,"3","Visa","Experienced","Education and Training"
4.9,"Blank",2195,1,3,4567,2,"16","Mastercard","Experienced","Food and Beverage"
2.95,"Blank",2434,1,4,2325,15,"16","Mastercard","Experienced","Customer Service"
1.95,"Blank",1800,2,6,710,15,"3","Visa","Executive","Marketing, Advertising and PR"
2.95,"F",1296,1,4,2543,5,"3","Mastercard","Experienced","Education and Training"
1.95,"Blank",1308,1,2,2354,14,"3","Mastercard","Experienced","Community and Public Service"
37.9,"M",871,1,6,953,5,"3","Visa","Manager","Business"
71.85,"Blank",1653,2,1,2557,1,"3","Mastercard","Experienced","Community and Public Service"
2.95,"Blank",2180,4,5,2855,6,"3","Visa","Student","Customer Service"
5.9,"Blank",0,1,7,1416,22,"3","Visa","Experienced","Beauty and Spa"
216.6,"Blank",2184,1,3,2856,14,"3","Visa","Experienced","Marketing, Advertising and PR"
2.95,"Blank",2185,3,8,2012,2,"9","Visa","Experienced","Personal Services"
2.95,"F",2380,3,3,846,3,"3","Mastercard","Entry Level","Retail"
1.95,"Blank",5949,1,1,4794,1,"3","Visa","Experienced","Computers and Technology"
1.95,"Blank",1497,2,1,4282,3,"3","Visa","Experienced","Psychology"
1.95,"Blank",1423,1,2,2485,1,"3","Visa","Experienced","Skilled Trades"
2.95,"Blank",2969,7,2,1803,8,"12","Visa","Executive","Retail"
1.95,"Blank",1503,1,1,2363,1,"3","Visa","Experienced","Healthcare"
75.8,"Blank",2188,2,4,2734,1,"3","Visa","Student","Military"
1.95,"Blank",2330,1,1,4051,2,"3","Visa","Experienced","Nursing"
389.95,"Blank",2198,21,11,2836,4,"3","Visa","Experienced","Transportation and Distribution"
38.75,"Blank",2154,1,7,755,2,"3","Visa","Experienced","Installation and Maintenance"
2.95,"Blank",1734,3,4,1281,5,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",1631,1,2,2578,5,"3","Visa","Entry Level","Healthcare"
1.95,"Blank",1519,4,7,3874,3,"3","Mastercard","Executive","Banking and Financial Services"
4.9,"Blank",1328,1,3,1902,4,"3","Visa","Entry Level","Installation and Maintenance"
40.8,"Blank",2181,4,3,1546,8,"3","Visa","Experienced","Healthcare"
41.75,"M",1317,2,4,1576,1,"3","Visa","Entry Level","Skilled Trades"
38.75,"Blank",3077,1,8,1560,5,"18","Visa","Experienced","Healthcare"
1.95,"Blank",2196,2,4,1606,2,"3","Visa","Experienced","Retail"
106.8,"Blank",1360,2,15,1189,8,"3","Visa","Manager","Banking and Financial Services"
73.85,"Blank",3141,5,6,924,1,"3","Visa","Experienced","Psychology"
2.95,"Blank",998,1,4,3528,2,"14","Mastercard","Experienced","Customer Service"
81.55,"Blank",1528,1,3,1848,7,"3","Visa","Experienced","Education and Training"
161.15,"Blank",1476,1,3,2328,2,"3","Visa","Experienced","Sales"
14.95,"Blank",2163,4,5,1483,3,"3","Mastercard","Entry Level","Beauty and Spa"
1.95,"Blank",2202,1,3,1210,1,"3","Visa","Entry Level","Telecommunications and Wireless"
5.9,"Blank",2081,1,2,2657,4,"6","Visa","Experienced","Manufacturing and Production"
1.95,"Blank",2185,3,5,2606,4,"3","Visa","Entry Level","Telecommunications and Wireless"
392.35,"Blank",1971,2,4,5809,1,"3","Visa","Experienced","Banking and Financial Services"
1.95,"F",3164,8,7,932,5,"3","Mastercard","Entry Level","Retail"
37.9,"Blank",1321,1,3,2807,1,"3","Visa","Entry Level","Travel and Hospitality"
41.75,"Blank",1611,1,6,1093,6,"3","Visa","Experienced","Food and Beverage"
77.5,"Blank",4171,1,4,1650,1,"16","Visa","Experienced","Healthcare"
72.85,"Blank",2325,1,3,1384,3,"3","Mastercard","Experienced","Education and Training"
178.7,"Blank",2516,5,6,2390,3,"3","Visa","Manager","Retail"
161.15,"Blank",1717,7,2,5495,11,"3","Mastercard","Experienced","Engineering"
353.45,"Blank",2508,6,12,1592,7,"3","Visa","Experienced","Transportation and Distribution"
2.95,"Blank",1578,1,2,903,1,"3","Visa","Student","Customer Service"
190.8,"F",1481,1,5,1136,5,"3","Visa","Experienced","Accounting and Finance"
212.65,"M",1026,1,6,2504,15,"3","Mastercard","Experienced","Government"
36.9,"Blank",2217,1,8,1133,11,"4","Visa","Entry Level","Real Estate"
1.95,"Blank",2227,6,5,1307,1,"3","Visa","Executive","Engineering"
72.85,"F",1468,1,1,2391,4,"3","Visa","Entry Level","Customer Service"
41.75,"Blank",2196,3,1,1763,1,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",751,1,1,1597,1,"3","Visa","Student","Healthcare"
1.95,"Blank",1499,1,1,4550,1,"3","Mastercard","Student","Engineering"
1.95,"Blank",1121,1,1,1370,9,"3","Visa","Experienced","Business"
41.75,"Blank",2153,1,1,1945,4,"3","Visa","Entry Level","Retail"
1.95,"Blank",3552,1,3,4382,5,"3","Visa","Executive","Fitness and Recreation"
81.55,"Blank",2143,4,4,1911,1,"3","Visa","Experienced","Psychology"
95.4,"M",4018,23,17,2013,2,"3","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",1602,1,1,2398,10,"3","Mastercard","Student","Nursing"
3.95,"Blank",3033,1,3,1487,2,"3","Visa","Entry Level","Performing Arts"
3.95,"Blank",2324,3,5,3021,1,"20","Mastercard","Entry Level","Human Resources"
37.9,"Blank",2039,1,3,2601,1,"3","Mastercard","Experienced","Nursing"
12.9,"Blank",2280,5,8,3574,17,"3","Visa","Experienced","Engineering"
48.86,"Blank",3753,1,1,7270,10,"3","Mastercard","Manager","Education and Training"
211.65,"Blank",2278,1,21,2874,26,"3","Visa","Experienced","Accounting and Finance"
41.75,"Blank",1449,2,4,1124,1,"3","Visa","Entry Level","Healthcare"
0,"Blank",1926,1,3,6,3,"17","Mastercard","Executive","Banking and Financial Services"
81.55,"Blank",1982,2,3,4905,2,"3","Visa","Experienced","Human Resources"
2.95,"Blank",1938,3,6,1080,2,"3","Visa","Experienced","Personal Services"
86.64,"Blank",2169,4,11,2310,9,"3","Mastercard","Experienced","Personal Services"
1.95,"Blank",2201,6,6,779,1,"3","Visa","Entry Level","Fitness and Recreation"
2.95,"Blank",2216,4,11,654,21,"3","Visa","Experienced","Customer Service"
95.4,"Blank",4201,9,19,3617,42,"3","Visa","Entry Level","Government"
1.95,"Blank",690,1,7,1899,6,"3","Mastercard","Experienced","Installation and Maintenance"
200.25,"Blank",4096,28,9,2107,83,"3","Visa","Student","Healthcare"
1.95,"Blank",2126,1,3,2380,2,"3","Mastercard","Student","Education and Training"
80.94,"Blank",3041,1,8,777,5,"3","Visa","Experienced","Customer Service"
7.9,"Blank",2825,4,52,10764,2,"3","Mastercard","Manager","Computers and Technology"
72.85,"Blank",2156,5,3,1887,3,"3","Mastercard","Student","Personal Services"
120.3,"F",2197,2,3,4094,6,"5","Visa","Experienced","Administrative Support"
72.85,"M",2178,2,4,1755,2,"3","Mastercard","Entry Level","Transportation and Distribution"
2.95,"Blank",2266,4,1,2157,26,"11","Mastercard","Entry Level","Customer Service"
3.95,"Blank",3083,2,3,1357,1,"3","Visa","Entry Level","Human Resources"
213.65,"Blank",1978,1,4,2843,3,"3","Visa","Student","Entertainment and Media"
4.9,"Blank",1300,1,4,2278,2,"9","Visa","Entry Level","Sales"
38.75,"Blank",2838,1,1,3852,3,"16","Visa","Experienced","Funeral Services"
183.9,"Blank",1615,1,5,2513,1,"3","Visa","Experienced","Customer Service"
107.8,"Blank",1623,1,4,2737,1,"3","Visa","Experienced","Food and Beverage"
2.95,"Blank",1299,2,9,659,6,"19","Mastercard","Experienced","Personal Services"
1.95,"F",2186,7,2,2336,1,"3","Visa","Manager","Banking and Financial Services"
0,"Blank",1617,2,1,4944,5,"3","Visa","Experienced","Sales"
45.85,"Blank",2838,3,16,2055,2,"3","Mastercard","Experienced","Healthcare"
2.95,"Blank",1476,3,7,1065,11,"3","(null)","Experienced","Education and Training"
37.9,"Blank",2794,2,6,2858,3,"3","Visa","Experienced","Education and Training"
37.9,"Blank",2791,4,5,4774,1,"16","Visa","Entry Level","Marketing, Advertising and PR"
95.4,"Blank",2183,25,416,1795,193,"3","Mastercard","Experienced","Transportation and Distribution"
37.9,"Blank",1222,1,3,1695,2,"13","Visa","Student","Sales"
5.9,"Blank",1684,4,7,1778,1,"3","Visa","Entry Level","Healthcare"
41.75,"Blank",1804,2,4,2728,2,"3","Visa","Entry Level","Manufacturing and Production"
0,"Blank",1998,1,5,2820,1,"3","Mastercard","Experienced","Marketing, Advertising and PR"
37.9,"Blank",2066,4,2,710,1,"3","American Express","Experienced","Dental"
73.85,"Blank",2852,2,1,1652,9,"3","Visa","Entry Level","Administrative Support"
3.95,"Blank",1281,1,1,2255,2,"3","Mastercard","Experienced","Business"
95.4,"Blank",2194,3,35,1352,3,"3","Visa","Experienced","Accounting and Finance"
222.25,"Blank",2440,12,4,2436,10,"3","Visa","Experienced","Customer Service"
4.9,"Blank",2822,5,10,2010,24,"12","Mastercard","Entry Level","Personal Services"
2.95,"Blank",2133,1,2,1820,1,"3","Visa","Manager","Manufacturing and Production"
69.9,"Blank",2135,4,8,1155,1,"13","Visa","Entry Level","Nursing"
95.4,"Blank",1483,2,6,834,1,"3","Visa","Manager","Sales"
139.8,"Blank",2185,4,2,3068,2,"13","Visa","Experienced","Manufacturing and Production"
40.75,"Blank",2181,5,1,1521,2,"3","Visa","Experienced","Healthcare"
36.9,"Blank",1657,1,2,11919,1,"3","Mastercard","Experienced","Accounting and Finance"
177.7,"Blank",1604,1,4,2825,10,"3","Visa","Experienced","Childcare"
1.95,"F",3043,1,5,3037,6,"3","Mastercard","Experienced","Administrative Support"
11.7,"Blank",3034,7,1,2129,6,"3","Visa","Experienced","Banking and Financial Services"
2.95,"Blank",2033,1,2,2464,1,"20","Visa","Entry Level","Nursing"
142.75,"Blank",2315,3,8,1817,1,"3","Visa","Experienced","Retail"
1.95,"Blank",2185,2,2,2306,2,"3","Mastercard","Entry Level","Nursing"
2.95,"F",2198,2,12,1469,16,"3","Visa","Entry Level","Government"
1.95,"Blank",2183,1,1,1662,6,"3","Visa","Manager","Military"
37.9,"Blank",2184,1,2,1815,4,"3","Mastercard","Experienced","Skilled Trades"
108.8,"Blank",2651,2,4,6292,5,"5","Visa","Manager","Social Sciences"
81.55,"Blank",1612,1,6,2776,11,"3","Visa","Manager","Sales"
2.95,"F",3101,9,12,2393,4,"9","Visa","Experienced","Engineering"
36.9,"Blank",1755,1,1,2093,1,"3","Mastercard","Experienced","Telecommunications and Wireless"
1.95,"Blank",1383,1,2,2592,3,"3","Visa","Experienced","Installation and Maintenance"
1.95,"Blank",1579,1,4,1440,1,"3","Mastercard","Entry Level","Sales"
3.95,"Blank",2220,2,2,3820,3,"3","Mastercard","Experienced","Customer Service"
1.95,"Blank",2191,1,1,5922,3,"3","Visa","Manager","Management"
1.95,"Blank",8491,16,12,3380,2,"8","Mastercard","Manager","Childcare"
1.95,"F",2045,2,3,3192,6,"3","Mastercard","Student","Dental"
81.55,"Blank",2213,2,5,2256,2,"16","Visa","Manager","Military"
2.95,"Blank",1175,1,8,1096,1,"3","Visa","Experienced","Art, Fashion and Design"
3.95,"Blank",3166,1,2,12237,17,"3","Visa","Executive","Management"
34.95,"Blank",2175,2,3,2631,6,"3","Mastercard","Student","Food and Beverage"
123.3,"Blank",2171,2,2,1797,2,"3","Visa","Entry Level","Skilled Trades"
1.95,"Blank",1281,1,2,515,1,"3","Visa","Student","Pharmacy"
38.9,"Blank",3245,9,15,6108,4,"3","(null)","Executive","Education and Training"
248.6,"Blank",2313,2,6,4013,3,"3","Mastercard","Experienced","Nursing"
2.95,"Blank",1640,1,2,2110,3,"3","Visa","Experienced","Art, Fashion and Design"
1.95,"Blank",1542,1,1,4048,3,"3","Mastercard","Experienced","Customer Service"
3.9,"Blank",2189,2,3,864,14,"3","Visa","Experienced","Social Sciences"
121.35,"Blank",1423,1,2,2677,3,"3","Mastercard","Experienced","Banking and Financial Services"
2.95,"Blank",1932,1,1,2254,2,"16","Mastercard","Manager","Sales"
7.95,"Blank",2049,1,3,4271,3,"3","Mastercard","Experienced","Food and Beverage"
34.95,"Blank",2174,3,16,2992,6,"3","Visa","Entry Level","Customer Service"
142.75,"Blank",1830,1,3,1816,3,"3","Visa","Manager","Food and Beverage"
95.4,"Blank",2183,25,416,1795,193,"3","Visa","Entry Level","Customer Service"
3.95,"F",2440,3,5,1676,1,"3","Visa","Experienced","Customer Service"
282.55,"F",1246,2,1,1548,4,"3","Visa","Experienced","Dental"
41.75,"Blank",891,1,2,1768,3,"3","Visa","Student","Law Enforcement and Security"
48.05,"Blank",2183,3,3,2087,1,"3","Visa","Experienced","Childcare"
249.6,"Blank",1597,6,12,1935,15,"3","Visa","Experienced","Sales"
2.95,"Blank",1240,1,7,1618,4,"3","Mastercard","Entry Level","Customer Service"
36.9,"Blank",2204,1,5,3348,10,"4","Visa","Experienced","Healthcare"
74.55,"Blank",2847,9,12,3119,6,"3","Visa","Experienced","Manufacturing and Production"
168,"Blank",1299,2,4,3550,3,"3","Mastercard","Student","Computers and Technology"
1.95,"Blank",1462,1,2,8193,3,"3","Visa","Experienced","Retail"
1.95,"Blank",1933,2,5,1271,10,"3","Visa","Experienced","Community and Public Service"
1.95,"Blank",2160,1,14,1640,3,"3","Visa","Experienced","Sales"
2.95,"Blank",1674,1,3,933,1,"20","Mastercard","Entry Level","Management"
5.9,"Blank",2833,2,2,4180,8,"7","Visa","Experienced","Food and Beverage"
177.7,"Blank",3158,7,4,2426,3,"3","Mastercard","Experienced","Community and Public Service"
1.95,"Blank",1609,2,3,2124,5,"7","Visa","Experienced","Sales"
1.95,"Blank",2181,3,5,654,9,"3","Mastercard","Experienced","Healthcare"
38.75,"Blank",6761,1,3,6367,1,"16","Visa","Experienced","Healthcare"
3.95,"Blank",2506,5,6,1477,1,"3","Visa","Entry Level","Healthcare"
34.95,"Blank",1867,3,7,662,15,"3","Visa","Entry Level","Banking and Financial Services"
37.9,"Blank",7868,22,9,4877,10,"3","Visa","Experienced","Green Jobs"
6.9,"F",2213,14,55,1176,30,"3","Visa","Entry Level","Beauty and Spa"
71.85,"Blank",2192,9,7,1826,5,"10","Visa","Experienced","Sales"
4.9,"Blank",2843,4,9,4222,13,"3","Visa","Experienced","Manufacturing and Production"
41.75,"Blank",775,1,2,812,1,"3","Mastercard","Experienced","Skilled Trades"
121.35,"Blank",1473,1,9,2297,1,"3","Visa","Experienced","Manufacturing and Production"
108.75,"Blank",2082,18,60,4006,7,"8","Mastercard","Manager","Business"
3.95,"F",2942,4,12,1296,2,"3","Visa","Experienced","Nursing"
4.9,"Blank",2392,3,8,4047,5,"10","Visa","Entry Level","Customer Service"
2.95,"Blank",2845,9,8,2164,4,"13","Visa","Experienced","Education and Training"
4.22,"Blank",2475,1,2,1225,5,"16","Mastercard","Manager","Management"
41.75,"Blank",1527,1,1,321,2,"3","Visa","Experienced","Education and Training"
1.95,"Blank",2200,1,2,959,6,"5","Mastercard","Student","Business"
37.9,"Blank",1548,2,7,4606,10,"4","Visa","Experienced","Customer Service"
1.95,"Blank",2194,1,1,3304,7,"3","Visa","Experienced","Business"
107.8,"F",2148,13,150,814,74,"3","Visa","Student","Retail"
1.95,"Blank",2024,1,1,2122,4,"3","American Express","Experienced","Retail"
37.9,"Blank",1853,5,3,1448,13,"3","Mastercard","Experienced","Sales"
11.9,"Blank",2193,1,2,2433,2,"3","Mastercard","Student","Healthcare"
4.9,"F",2104,3,6,1138,15,"3","Visa","Experienced","Education and Training"
2.95,"F",1905,1,4,4616,6,"14","Visa","Experienced","Education and Training"
1.95,"Blank",0,10,4,2042,1,"3","Visa","Manager","Customer Service"
1.95,"Blank",2244,1,3,998,3,"3","Mastercard","Experienced","Military"
2.95,"F",2896,3,9,910,1,"13","Mastercard","Manager","Management"
181.95,"Blank",3460,4,64,929,1,"16","Visa","Student","Healthcare"
107.8,"Blank",1557,1,2,4755,4,"3","Visa","Experienced","Human Resources"
38.75,"Blank",2841,5,3,1676,1,"3","Visa","Experienced","Skilled Trades"
2.95,"Blank",1465,1,4,686,2,"3","Visa","Student","Computers and Technology"
37.9,"F",3040,1,12,1260,9,"3","Visa","Student","Business"
2.95,"Blank",2756,4,3,977,13,"20","Visa","Entry Level","Healthcare"
139.8,"F",1689,5,3,419,40,"7","Visa","Experienced","Healthcare"
69.9,"Blank",2049,1,7,1701,3,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",2079,4,13,1542,15,"3","American Express","Experienced","Manufacturing and Production"
1.95,"Blank",1447,1,1,4691,7,"3","Visa","Student","Accounting and Finance"
181.95,"Blank",3236,5,5,5869,4,"9","Mastercard","Experienced","Construction"
1.95,"Blank",1580,3,1,3158,8,"19","Visa","Experienced","Retail"
37.9,"Blank",2461,2,10,745,4,"3","Visa","Experienced","Education and Training"
161.1,"Blank",2195,4,4,2325,6,"3","Mastercard","Manager","Food and Beverage"
139.8,"Blank",2026,1,2,4135,6,"3","Visa","Manager","Military"
1.95,"Blank",1228,1,1,1137,4,"3","Visa","Experienced","Legal"
2.95,"Blank",2174,1,6,4241,3,"3","Mastercard","Experienced","Transportation and Distribution"
1.95,"Blank",1595,1,1,3080,2,"3","(null)","Experienced","Telecommunications and Wireless"
1.95,"Blank",1561,1,1,6936,2,"3","Visa","Experienced","Business"
1.95,"Blank",2186,2,1,4265,15,"3","Visa","Manager","Manufacturing and Production"
1.95,"Blank",1311,1,1,4172,2,"3","Visa","Experienced","Healthcare"
112.3,"Blank",2825,3,12,2465,9,"3","Visa","Experienced","Marketing, Advertising and PR"
4.9,"Blank",2204,9,8,2526,3,"11","Visa","Experienced","Administrative Support"
72.85,"Blank",2208,8,14,2484,9,"3","Visa","Experienced","Healthcare"
72.85,"Blank",1608,2,2,3030,5,"3","Visa","Experienced","Customer Service"
38.75,"Blank",3165,1,1,2648,3,"16","Visa","Experienced","Manufacturing and Production"
37.9,"Blank",2401,2,6,3215,3,"3","Visa","Experienced","Healthcare"
41.75,"Blank",1604,1,1,2211,2,"3","(null)","Entry Level","Retail"
2.95,"Blank",2088,2,1,7063,3,"11","Mastercard","Manager","Transportation and Distribution"
38.75,"Blank",2100,1,2,897,2,"11","Mastercard","Experienced","Nursing"
2.95,"Blank",2187,1,3,1443,1,"3","Mastercard","Experienced","Retail"
1.95,"Blank",2221,1,3,1500,6,"3","Mastercard","Experienced","Customer Service"
2.95,"Blank",2255,1,2,2477,3,"8","Visa","Experienced","Nursing"
247.6,"Blank",1628,1,1,4848,4,"7","Visa","Experienced","Law Enforcement and Security"
1.95,"Blank",1526,1,2,1897,1,"3","Mastercard","Entry Level","Customer Service"
181.95,"Blank",1112,3,6,1232,5,"15","Mastercard","Experienced","Community and Public Service"
212.65,"M",1762,2,10,1439,21,"3","Mastercard","Entry Level","Accounting and Finance"
1.95,"Blank",1456,3,3,661,7,"3","Visa","Manager","Management"
1.95,"Blank",1598,1,3,707,3,"3","Mastercard","Manager","Fitness and Recreation"
3.95,"Blank",2839,2,3,3519,3,"3","Mastercard","Experienced","Manufacturing and Production"
1.95,"Blank",2204,1,2,797,1,"3","Visa","Student","Engineering"
4.9,"Blank",1138,1,5,1556,4,"3","Visa","Experienced","Construction"
2.95,"Blank",2774,10,4,5832,5,"6","Visa","Experienced","Accounting and Finance"
41.75,"Blank",1807,2,2,1893,2,"3","Visa","Entry Level","Law Enforcement and Security"
49.9,"M",2152,5,11,1841,24,"3","Visa","Student","Computers and Technology"
74.85,"M",2165,2,2,12855,7,"3","Visa","Manager","Management"
2.95,"Blank",2115,11,3,2893,1,"16","Mastercard","Student","Healthcare"
81.55,"F",2960,1,1,4574,1,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",2190,1,2,2056,5,"3","Visa","Experienced","Sales"
1.95,"Blank",1527,2,3,3327,5,"19","Visa","Manager","Travel and Hospitality"
41.75,"Blank",1952,1,4,1516,8,"3","Visa","Experienced","Sales"
6.75,"Blank",1622,1,2,8913,2,"3","Visa","Manager","Computers and Technology"
214.65,"Blank",2163,7,8,2978,80,"3","Mastercard","Experienced","Food and Beverage"
258.9,"F",1740,1,4,1500,12,"3","Mastercard","Manager","Business"
38.75,"Blank",3003,2,5,2170,3,"3","Visa","Experienced","Skilled Trades"
14.95,"Blank",1893,11,11,3287,35,"3","Visa","Experienced","Human Resources"
41.75,"Blank",2185,2,5,3836,1,"3","Visa","Experienced","Military"
36.9,"Blank",2199,6,7,906,32,"3","Mastercard","Experienced","Accounting and Finance"
107.8,"Blank",2410,9,2,1372,15,"3","Visa","Entry Level","Administrative Support"
37.9,"Blank",2201,1,4,1426,2,"3","Visa","Student","Art, Fashion and Design"
74.55,"Blank",2469,2,1,11461,4,"9","Visa","Experienced","Art, Fashion and Design"
1.95,"Blank",2187,2,5,2510,1,"3","Mastercard","Experienced","Sports"
104.85,"Blank",1570,4,3,1076,7,"3","Visa","Experienced","Healthcare"
141.75,"M",2217,5,17,1012,11,"3","Visa","Student","Library"
181.65,"Blank",1622,1,6,1413,3,"3","Visa","Manager","Natural Resources and Agriculture"
121.35,"Blank",2201,1,2,2375,3,"3","Visa","Experienced","Nursing"
44.7,"Blank",1187,1,6,780,5,"5","Visa","Experienced","Dental"
2.95,"Blank",1899,1,1,4283,1,"16","Visa","Experienced","Education and Training"
1.95,"Blank",2488,3,3,11643,2,"13","Visa","Experienced","Nursing"
111.18,"Blank",2614,2,3,3175,4,"3","Visa","Experienced","Accounting and Finance"
213.65,"Blank",2276,1,2,909,1,"20","Visa","Student","Telecommunications and Wireless"
5.9,"Blank",2044,3,11,641,6,"7","Visa","Entry Level","Dental"
388.4,"Blank",2304,2,8,1712,18,"5","Visa","Student","Nursing"
